Date,Date New,Fault_Block,Fault_Block Filter,Reservoir Name,Well Name,Year,geo_latitude,geo_longitude,geo_Well Name,Number of Records,Oil Cumulative kbbl ,Oil Cut,Oil Rate bbl/d ,Water Cumulative kbbl ,Water Cut,Water Rate bbl/d 
6/30/2005 12:00:00 AM,6/30/2011 12:00:00 AM,Strike Type II,Strike Type II,Nor B,119,2005,0.269780618,5.606022768,119,1,163,0.9,810,18.79,0.1,93
6/30/2005 12:00:00 AM,6/30/2011 12:00:00 AM,Strike Type II,Strike Type II,Nor B,127,2005,7.504042548,5.833520335,127,1,497,0.92,1059,46.48,0.08,91
7/31/2005 12:00:00 AM,7/31/2011 12:00:00 AM,Strike Type II,Strike Type II,Nor B,119,2005,0.269780618,5.606022768,119,1,188,0.9,802,21.58,0.1,90
7/31/2005 12:00:00 AM,7/31/2011 12:00:00 AM,Strike Type II,Strike Type II,Nor B,127,2005,7.504042548,5.833520335,127,1,526,0.93,937,48.78,0.07,74
8/31/2005 12:00:00 AM,8/31/2011 12:00:00 AM,Strike Type II,Strike Type II,Nor B,119,2005,0.269780618,5.606022768,119,1,212,0.91,765,24.04,0.09,80
8/31/2005 12:00:00 AM,8/31/2011 12:00:00 AM,Strike Type II,Strike Type II,Nor B,127,2005,7.504042548,5.833520335,127,1,553,0.92,876,51.3,0.08,81
9/30/2005 12:00:00 AM,9/30/2011 12:00:00 AM,Strike Type II,Strike Type II,Nor B,127,2005,7.504042548,5.833520335,127,1,579,0.9,880,54.1,0.1,93
9/30/2005 12:00:00 AM,9/30/2011 12:00:00 AM,Strike Type II,Strike Type II,Nor B,119,2005,0.269780618,5.606022768,119,1,232,0.93,651,25.56,0.07,51
10/31/2005 12:00:00 AM,10/31/2011 12:00:00 AM,Strike Type II,Strike Type II,Nor B,127,2005,7.504042548,5.833520335,127,1,609,0.89,970,57.93,0.11,124
10/31/2005 12:00:00 AM,10/31/2011 12:00:00 AM,Strike Type II,Strike Type II,Nor B,119,2005,0.269780618,5.606022768,119,1,249,0.93,562,26.79,0.07,40
11/30/2005 12:00:00 AM,11/30/2011 12:00:00 AM,Strike Type II,Strike Type II,Nor B,125,2005,7.436084017,8.985330923,125,1,16,0.44,538,20.82,0.56,694
11/30/2005 12:00:00 AM,11/30/2011 12:00:00 AM,Strike Type II,Strike Type II,Nor B,127,2005,7.504042548,5.833520335,127,1,637,0.9,922,61.04,0.1,103
11/30/2005 12:00:00 AM,11/30/2011 12:00:00 AM,Strike Type II,Strike Type II,Nor B,119,2005,0.269780618,5.606022768,119,1,263,0.92,484,28.11,0.08,44
12/31/2005 12:00:00 AM,12/31/2011 12:00:00 AM,Strike Type II,Strike Type II,Nor B,125,2005,7.436084017,8.985330923,125,1,33,0.43,539,43.34,0.57,727
12/31/2005 12:00:00 AM,12/31/2011 12:00:00 AM,Strike Type II,Strike Type II,Nor B,127,2005,7.504042548,5.833520335,127,1,658,0.73,672,68.76,0.27,249
12/31/2005 12:00:00 AM,12/31/2011 12:00:00 AM,Strike Type II,Strike Type II,Nor B,119,2005,0.269780618,5.606022768,119,1,277,0.9,436,29.56,0.1,47
1/31/2005 12:00:00 AM,1/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,3,2005,0.126780413,9.273108304,3,1,239,1,901,3.57,0,0
1/31/2005 12:00:00 AM,1/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,2.88893301,7.739881961,24,1,89,1,831,0.25,0,3
1/31/2005 12:00:00 AM,1/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,4.587509671,8.756075265,24,1,89,1,831,0.25,0,3
1/31/2005 12:00:00 AM,1/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,5.909374197,3.590501307,24,1,89,1,831,0.25,0,3
2/28/2005 12:00:00 AM,2/28/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,3,2005,0.126780413,9.273108304,3,1,265,0.99,919,3.72,0.01,5
2/28/2005 12:00:00 AM,2/28/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,2.88893301,7.739881961,24,1,113,0.99,889,0.47,0.01,8
2/28/2005 12:00:00 AM,2/28/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,4.587509671,8.756075265,24,1,113,0.99,889,0.47,0.01,8
2/28/2005 12:00:00 AM,2/28/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,5.909374197,3.590501307,24,1,113,0.99,889,0.47,0.01,8
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,3,2005,0.126780413,9.273108304,3,1,291,0.83,817,8.89,0.17,167
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,2.88893301,7.739881961,24,1,139,0.99,840,0.65,0.01,6
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,4.587509671,8.756075265,24,1,139,0.99,840,0.65,0.01,6
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,5.909374197,3.590501307,24,1,139,0.99,840,0.65,0.01,6
4/30/2005 12:00:00 AM,4/30/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,3,2005,0.126780413,9.273108304,3,1,315,0.96,832,9.81,0.04,31
4/30/2005 12:00:00 AM,4/30/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,2.88893301,7.739881961,24,1,166,0.99,900,0.91,0.01,9
4/30/2005 12:00:00 AM,4/30/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,4.587509671,8.756075265,24,1,166,0.99,900,0.91,0.01,9
4/30/2005 12:00:00 AM,4/30/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,5.909374197,3.590501307,24,1,166,0.99,900,0.91,0.01,9
5/31/2005 12:00:00 AM,5/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,3,2005,0.126780413,9.273108304,3,1,342,0.95,858,11.28,0.05,48
5/31/2005 12:00:00 AM,5/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,2.88893301,7.739881961,24,1,193,0.97,862,1.82,0.03,29
5/31/2005 12:00:00 AM,5/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,4.587509671,8.756075265,24,1,193,0.97,862,1.82,0.03,29
5/31/2005 12:00:00 AM,5/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,5.909374197,3.590501307,24,1,193,0.97,862,1.82,0.03,29
6/30/2005 12:00:00 AM,6/30/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,3,2005,0.126780413,9.273108304,3,1,368,0.94,866,12.98,0.06,57
6/30/2005 12:00:00 AM,6/30/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,2.88893301,7.739881961,24,1,219,0.99,874,1.99,0.01,6
6/30/2005 12:00:00 AM,6/30/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,4.587509671,8.756075265,24,1,219,0.99,874,1.99,0.01,6
6/30/2005 12:00:00 AM,6/30/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,5.909374197,3.590501307,24,1,219,0.99,874,1.99,0.01,6
7/31/2005 12:00:00 AM,7/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,3,2005,0.126780413,9.273108304,3,1,394,0.96,847,13.97,0.04,32
7/31/2005 12:00:00 AM,7/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,2.88893301,7.739881961,24,1,246,0.99,872,2.19,0.01,6
7/31/2005 12:00:00 AM,7/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,4.587509671,8.756075265,24,1,246,0.99,872,2.19,0.01,6
7/31/2005 12:00:00 AM,7/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,5.909374197,3.590501307,24,1,246,0.99,872,2.19,0.01,6
8/31/2005 12:00:00 AM,8/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,3,2005,0.126780413,9.273108304,3,1,419,0.94,804,15.69,0.06,56
8/31/2005 12:00:00 AM,8/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,2.88893301,7.739881961,24,1,273,1,860,2.3,0,4
8/31/2005 12:00:00 AM,8/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,4.587509671,8.756075265,24,1,273,1,860,2.3,0,4
8/31/2005 12:00:00 AM,8/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,5.909374197,3.590501307,24,1,273,1,860,2.3,0,4
9/30/2005 12:00:00 AM,9/30/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,3,2005,0.126780413,9.273108304,3,1,449,0.94,981,17.64,0.06,65
9/30/2005 12:00:00 AM,9/30/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,2.88893301,7.739881961,24,1,304,0.99,1031,2.56,0.01,8
9/30/2005 12:00:00 AM,9/30/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,4.587509671,8.756075265,24,1,304,0.99,1031,2.56,0.01,8
9/30/2005 12:00:00 AM,9/30/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,5.909374197,3.590501307,24,1,304,0.99,1031,2.56,0.01,8
10/31/2005 12:00:00 AM,10/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,3,2005,0.126780413,9.273108304,3,1,480,0.91,1013,20.64,0.09,97
10/31/2005 12:00:00 AM,10/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,2.88893301,7.739881961,24,1,338,0.99,1102,2.89,0.01,11
10/31/2005 12:00:00 AM,10/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,4.587509671,8.756075265,24,1,338,0.99,1102,2.89,0.01,11
10/31/2005 12:00:00 AM,10/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,5.909374197,3.590501307,24,1,338,0.99,1102,2.89,0.01,11
11/30/2005 12:00:00 AM,11/30/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,3,2005,0.126780413,9.273108304,3,1,507,0.93,903,22.52,0.07,63
11/30/2005 12:00:00 AM,11/30/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,2.88893301,7.739881961,24,1,370,0.98,1076,3.57,0.02,23
11/30/2005 12:00:00 AM,11/30/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,4.587509671,8.756075265,24,1,370,0.98,1076,3.57,0.02,23
11/30/2005 12:00:00 AM,11/30/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,5.909374197,3.590501307,24,1,370,0.98,1076,3.57,0.02,23
12/31/2005 12:00:00 AM,12/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,3,2005,0.126780413,9.273108304,3,1,535,0.93,910,24.63,0.07,68
12/31/2005 12:00:00 AM,12/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,2.88893301,7.739881961,24,1,398,0.97,895,4.41,0.03,27
12/31/2005 12:00:00 AM,12/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,4.587509671,8.756075265,24,1,398,0.97,895,4.41,0.03,27
12/31/2005 12:00:00 AM,12/31/2011 12:00:00 AM,Strike Type I,Strike Type I,Nor B,24,2005,5.909374197,3.590501307,24,1,398,0.97,895,4.41,0.03,27
1/31/2005 12:00:00 AM,1/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,2.35011433,6.465297364,9,1,19,0.99,621,0.23,0.01,7
1/31/2005 12:00:00 AM,1/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,4.726343533,9.231113855,9,1,19,0.99,621,0.23,0.01,7
1/31/2005 12:00:00 AM,1/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,1.622623331,3.022426327,15,1,3,1,110,0.01,0,0
1/31/2005 12:00:00 AM,1/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,8.276342623,14.28473212,15,1,3,1,110,0.01,0,0
2/28/2005 12:00:00 AM,2/28/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,2.35011433,6.465297364,9,1,64,0.99,1592,0.82,0.01,21
2/28/2005 12:00:00 AM,2/28/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,4.726343533,9.231113855,9,1,64,0.99,1592,0.82,0.01,21
2/28/2005 12:00:00 AM,2/28/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,1.622623331,3.022426327,15,1,20,1,590,0.06,0,2
2/28/2005 12:00:00 AM,2/28/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,8.276342623,14.28473212,15,1,20,1,590,0.06,0,2
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,2.35011433,6.465297364,9,1,104,0.91,1310,5.03,0.09,136
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,4.726343533,9.231113855,9,1,104,0.91,1310,5.03,0.09,136
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,1.622623331,3.022426327,15,1,42,0.99,720,0.35,0.01,9
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,8.276342623,14.28473212,15,1,42,0.99,720,0.35,0.01,9
4/30/2005 12:00:00 AM,4/30/2011 12:00:00 AM,Oblique,Oblique,Nor B,10,2005,3.450779797,2.522496726,10,1,8,0.87,261,1.2,0.13,40
4/30/2005 12:00:00 AM,4/30/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,2.35011433,6.465297364,9,1,142,0.98,1261,5.67,0.02,21
4/30/2005 12:00:00 AM,4/30/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,4.726343533,9.231113855,9,1,142,0.98,1261,5.67,0.02,21
4/30/2005 12:00:00 AM,4/30/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,1.622623331,3.022426327,15,1,67,0.99,822,0.69,0.01,12
4/30/2005 12:00:00 AM,4/30/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,8.276342623,14.28473212,15,1,67,0.99,822,0.69,0.01,12
5/31/2005 12:00:00 AM,5/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,10,2005,3.450779797,2.522496726,10,1,32,0.94,768,2.63,0.06,46
5/31/2005 12:00:00 AM,5/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,2.35011433,6.465297364,9,1,171,0.99,912,5.84,0.01,5
5/31/2005 12:00:00 AM,5/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,4.726343533,9.231113855,9,1,171,0.99,912,5.84,0.01,5
5/31/2005 12:00:00 AM,5/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,1.622623331,3.022426327,15,1,100,0.99,1077,1.01,0.01,10
5/31/2005 12:00:00 AM,5/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,8.276342623,14.28473212,15,1,100,0.99,1077,1.01,0.01,10
6/30/2005 12:00:00 AM,6/30/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,2.35011433,6.465297364,9,1,209,0.98,1283,6.54,0.02,24
6/30/2005 12:00:00 AM,6/30/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,4.726343533,9.231113855,9,1,209,0.98,1283,6.54,0.02,24
6/30/2005 12:00:00 AM,6/30/2011 12:00:00 AM,Oblique,Oblique,Nor B,10,2005,3.450779797,2.522496726,10,1,55,0.98,793,3.12,0.02,16
6/30/2005 12:00:00 AM,6/30/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,1.622623331,3.022426327,15,1,125,0.99,839,1.17,0.01,5
6/30/2005 12:00:00 AM,6/30/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,8.276342623,14.28473212,15,1,125,0.99,839,1.17,0.01,5
7/31/2005 12:00:00 AM,7/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,10,2005,3.450779797,2.522496726,10,1,79,0.97,751,3.76,0.03,20
7/31/2005 12:00:00 AM,7/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,2.35011433,6.465297364,9,1,245,0.99,1172,6.75,0.01,7
7/31/2005 12:00:00 AM,7/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,4.726343533,9.231113855,9,1,245,0.99,1172,6.75,0.01,7
7/31/2005 12:00:00 AM,7/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,1.622623331,3.022426327,15,1,146,0.99,660,1.44,0.01,9
7/31/2005 12:00:00 AM,7/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,8.276342623,14.28473212,15,1,146,0.99,660,1.44,0.01,9
8/31/2005 12:00:00 AM,8/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,10,2005,3.450779797,2.522496726,10,1,99,0.95,662,4.89,0.05,37
8/31/2005 12:00:00 AM,8/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,2.35011433,6.465297364,9,1,280,0.99,1106,6.93,0.01,6
8/31/2005 12:00:00 AM,8/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,4.726343533,9.231113855,9,1,280,0.99,1106,6.93,0.01,6
8/31/2005 12:00:00 AM,8/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,1.622623331,3.022426327,15,1,181,0.99,1141,1.76,0.01,10
8/31/2005 12:00:00 AM,8/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,8.276342623,14.28473212,15,1,181,0.99,1141,1.76,0.01,10
9/30/2005 12:00:00 AM,9/30/2011 12:00:00 AM,Oblique,Oblique,Nor B,10,2005,3.450779797,2.522496726,10,1,120,0.94,703,6.33,0.06,48
9/30/2005 12:00:00 AM,9/30/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,2.35011433,6.465297364,9,1,317,0.99,1234,7.28,0.01,12
9/30/2005 12:00:00 AM,9/30/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,4.726343533,9.231113855,9,1,317,0.99,1234,7.28,0.01,12
9/30/2005 12:00:00 AM,9/30/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,1.622623331,3.022426327,15,1,221,0.99,1332,1.97,0.01,7
9/30/2005 12:00:00 AM,9/30/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,8.276342623,14.28473212,15,1,221,0.99,1332,1.97,0.01,7
10/31/2005 12:00:00 AM,10/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,10,2005,3.450779797,2.522496726,10,1,142,0.93,686,7.93,0.07,52
10/31/2005 12:00:00 AM,10/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,2.35011433,6.465297364,9,1,355,0.98,1231,7.97,0.02,22
10/31/2005 12:00:00 AM,10/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,4.726343533,9.231113855,9,1,355,0.98,1231,7.97,0.02,22
10/31/2005 12:00:00 AM,10/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,1.622623331,3.022426327,15,1,261,0.99,1272,2.36,0.01,13
10/31/2005 12:00:00 AM,10/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,8.276342623,14.28473212,15,1,261,0.99,1272,2.36,0.01,13
11/30/2005 12:00:00 AM,11/30/2011 12:00:00 AM,Oblique,Oblique,Nor B,10,2005,3.450779797,2.522496726,10,1,160,0.9,616,9.97,0.1,68
11/30/2005 12:00:00 AM,11/30/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,1.622623331,3.022426327,15,1,298,0.98,1230,3.03,0.02,22
11/30/2005 12:00:00 AM,11/30/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,8.276342623,14.28473212,15,1,298,0.98,1230,3.03,0.02,22
11/30/2005 12:00:00 AM,11/30/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,2.35011433,6.465297364,9,1,388,0.99,1107,8.38,0.01,14
11/30/2005 12:00:00 AM,11/30/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,4.726343533,9.231113855,9,1,388,0.99,1107,8.38,0.01,14
12/31/2005 12:00:00 AM,12/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,10,2005,3.450779797,2.522496726,10,1,177,0.86,559,12.82,0.14,92
12/31/2005 12:00:00 AM,12/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,2.35011433,6.465297364,9,1,424,0.99,1160,8.71,0.01,11
12/31/2005 12:00:00 AM,12/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,9,2005,4.726343533,9.231113855,9,1,424,0.99,1160,8.71,0.01,11
12/31/2005 12:00:00 AM,12/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,1.622623331,3.022426327,15,1,333,0.99,1138,3.29,0.01,8
12/31/2005 12:00:00 AM,12/31/2011 12:00:00 AM,Oblique,Oblique,Nor B,15,2005,8.276342623,14.28473212,15,1,333,0.99,1138,3.29,0.01,8
1/31/2005 12:00:00 AM,1/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,19,2005,0.28178944,3.654177095,19,1,295,0.99,1483,3.48,0.01,15
1/31/2005 12:00:00 AM,1/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,20,2005,0.465918197,14.16183982,20,1,431,0.99,931,2.33,0.01,7
1/31/2005 12:00:00 AM,1/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,20,2005,2.465849771,10.53941217,20,1,431,0.99,931,2.33,0.01,7
1/31/2005 12:00:00 AM,1/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,20,2005,7.561172387,1.743691162,20,1,431,0.99,931,2.33,0.01,7
1/31/2005 12:00:00 AM,1/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,18,2005,2.872006476,11.50798328,18,1,831,1,1758,9.85,0,3
1/31/2005 12:00:00 AM,1/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,18,2005,3.583850195,6.318003512,18,1,831,1,1758,9.85,0,3
1/31/2005 12:00:00 AM,1/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,18,2005,7.958543251,4.219703484,18,1,831,1,1758,9.85,0,3
1/31/2005 12:00:00 AM,1/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,25,2005,1.016030866,14.4311342,25,1,138,1,1044,2.02,0,0
1/31/2005 12:00:00 AM,1/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,25,2005,3.254816058,14.0748341,25,1,138,1,1044,2.02,0,0
1/31/2005 12:00:00 AM,1/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,27,2005,5.180939301,0.413707648,27,1,11,1,342,0.04,0,1
2/28/2005 12:00:00 AM,2/28/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,20,2005,0.465918197,14.16183982,20,1,454,0.98,803,2.74,0.02,14
2/28/2005 12:00:00 AM,2/28/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,20,2005,2.465849771,10.53941217,20,1,454,0.98,803,2.74,0.02,14
2/28/2005 12:00:00 AM,2/28/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,20,2005,7.561172387,1.743691162,20,1,454,0.98,803,2.74,0.02,14
2/28/2005 12:00:00 AM,2/28/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,19,2005,0.28178944,3.654177095,19,1,313,0.99,614,3.72,0.01,8
2/28/2005 12:00:00 AM,2/28/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,25,2005,1.016030866,14.4311342,25,1,166,0.99,1011,2.24,0.01,8
2/28/2005 12:00:00 AM,2/28/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,25,2005,3.254816058,14.0748341,25,1,166,0.99,1011,2.24,0.01,8
2/28/2005 12:00:00 AM,2/28/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,18,2005,2.872006476,11.50798328,18,1,877,1,1618,10,0,5
2/28/2005 12:00:00 AM,2/28/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,18,2005,3.583850195,6.318003512,18,1,877,1,1618,10,0,5
2/28/2005 12:00:00 AM,2/28/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,18,2005,7.958543251,4.219703484,18,1,877,1,1618,10,0,5
2/28/2005 12:00:00 AM,2/28/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,27,2005,5.180939301,0.413707648,27,1,35,1,862,0.13,0,3
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,26,2005,2.705424172,11.38327238,26,1,22,0.91,711,2.05,0.09,66
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,26,2005,3.021789723,10.0007223,26,1,22,0.91,711,2.05,0.09,66
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,26,2005,4.466576,9.614212596,26,1,22,0.91,711,2.05,0.09,66
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,17,2005,2.06266965,13.59243452,17,1,3,0.94,89,0.16,0.06,5
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,23,2005,6.127083278,8.430595693,23,1,22,0.97,721,0.6,0.03,19
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,23,2005,6.269288406,0.703102084,23,1,22,0.97,721,0.6,0.03,19
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,23,2005,7.531427191,15.1575941,23,1,22,0.97,721,0.6,0.03,19
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,18,2005,2.872006476,11.50798328,18,1,926,0.98,1581,11.06,0.02,34
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,18,2005,3.583850195,6.318003512,18,1,926,0.98,1581,11.06,0.02,34
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,18,2005,7.958543251,4.219703484,18,1,926,0.98,1581,11.06,0.02,34
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,19,2005,0.28178944,3.654177095,19,1,332,0.98,613,4.14,0.02,14
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,20,2005,0.465918197,14.16183982,20,1,477,0.98,751,3.24,0.02,16
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,20,2005,2.465849771,10.53941217,20,1,477,0.98,751,3.24,0.02,16
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,20,2005,7.561172387,1.743691162,20,1,477,0.98,751,3.24,0.02,16
3/31/2005 12:00:00 AM,3/31/2011 12:00:00 AM,Dip Type III,Dip Type III,Nor B,25,2005,1.016030866,14.4311342,25,1,199,0.99,1070,2.42,0.01,6
